"","Phone","Name","id","status","address","address_google","location_type","pnt"
"137","804 246-9717","P ampatike Hill Farm",1,"OK","1343 Pampatike Road
King William  VA 23086","1343 Pampatike Rd, King William, VA 23086, USA","ROOFTOP",c(-77.126457, 37.684187)
"138","434 658-0516","P anda Homestead, LLC",1,"OK","23332 Felton Drive
Capron  VA 23829","23332 Felton Dr, Capron, VA 23829, USA","ROOFTOP",c(-77.2451807, 36.7035535)
"139",NA,"P aris Barns at Historic Liberty Farm",1,"OK","1037 Gap Run Rd
Pa","1037 Gap Run Rd, Paris, VA 20130, USA","ROOFTOP",c(-77.9511228, 38.9991515)
"140","757 968-2332","P arker Family Farm",1,"OK","7584 Willis Road
Gloucester  VA 23061","7584 Willis Rd, Gloucester, VA 23061, USA","ROOFTOP",c(-76.601714, 37.421756)
"141","540 993-6664","P assage Creek Farm",1,"OK","32 Stone Pillar Lanr Fort Valley  VA 22652","32 Stone Pillar Ln, Fort Valley, VA 22652, USA","ROOFTOP",c(-78.4857539, 38.7653906)
"142","434 685-6072","P earce Family Farm",1,"OK","5020 Cascade Mill Road Cascade  VA 24069","5020 Cascade Mill Rd, Cascade, VA 24069, USA","ROOFTOP",c(-79.6846547, 36.579098)
"143","540 729-9224","P icAberry Farms & Pottery LLC",1,"OK","5210 Coopers Hill Lane Midland  VA 22728","5210 Coopers Hill Ln, Midland, VA 22728, USA","ROOFTOP",c(-77.7223386, 38.6323018)
"144","434 985-3570","P lanet Earth Diversified",1,"OK","165 Earth Way Drive Stanardsville  VA 22973","165 Earth Way Dr, Stanardsville, VA 22973, USA","ROOFTOP",c(-78.4595831, 38.2538252)
"145","540 885-3590","P olyface Farm",1,"OK","43 Pure Meadows Lane Swoope  Va 24479","43 Pure Meadows Ln, Swoope, VA 24479, USA","ROOFTOP",c(-79.23315, 38.120001)
"146","540 674-1991","P ulaski Farmers' Market - The Marketplace",1,"OK","20 South Washington Avenue
Pulaski  VA 24301","20 S Washington Ave, Pulaski, VA 24301, USA","ROOFTOP",c(-80.7793283, 37.0458501)
"147","540 984-3707","P urple Rooster Organics",1,"OK","1028 Wakemans Grove Road Edinburg  VA 22824","1028 Wakemans Grove Rd, Edinburg, VA 22824, USA","ROOFTOP",c(-78.6134503, 38.84488)
"148","540 967-5196","Quail Spring Farm",1,"OK","2368 Vawter Corner Road Lou","2368 Vawter Corner Rd, Louisa, VA 23093, USA","ROOFTOP",c(-78.0281673, 38.125771)
"149","540 810-2587","R adical Roots Community Farm",1,"OK","3083 Flook Lane
Keezletown  VA 22832","3083 Flook Ln, Keezletown, VA 22832, USA","ROOFTOP",c(-78.768411, 38.472138)
"150","540 672-5871","R etreat Farm",1,"OK","8175 Retreat Farm Rd.
Rapidan  VA 22733","8175 Retreat Farm Rd, Rapidan, VA 22733, USA","ROOFTOP",c(-78.0527423, 38.2958054)
"151","650 814-6426","R iverstone Organic Farm",1,"OK","708 Thompson Road
Floyd  VA 24091","708 Thompson Rd SE, Floyd, VA 24091, USA","ROOFTOP",c(-80.207099, 36.949683)
"152","540 342-2028","R oanoke Historic City Market",1,"OK","213 Market Street
Roanoke  VA 24011","213 Market St SE, Roanoke, VA 24011, USA","ROOFTOP",c(-79.9393615, 37.2712342)
"153","971 322-5275","R ockbridge Farmers Alliance",1,"OK","118 Moores Creek Road Lexington  VA 24450","118 Moores Creek Rd, Lexington, VA 24450, USA","RANGE_INTERPOLATED",c(-79.5968129, 37.7358837)
"154","540 505-9523","R olling Acres Farm",1,"OK","4925 Mt. Tabor Road Blacksburg  VA 24060","4925 Mt Tabor Rd, Blacksburg, VA 24060, USA","ROOFTOP",c(-80.2881189, 37.3140771)
"155","757 618-4727","R oses Ridge Farm",1,"OK","2732 Cedarville Road
Chesapeake  VA 23322","2732 Cedarville Rd, Chesapeake, VA 23322, USA","ROOFTOP",c(-76.1561037, 36.612642)
"156","804 633-3499","Rte. 639 Farmers' Market",1,"OK","7278 Ladysmith Road
Ruther Glen  VA 22546","7278 Ladysmith Rd, Ruther Glen, VA 22546, USA","ROOFTOP",c(-77.5187683, 38.0164182)
"157","434 842-3954","R ural Virginia Market CSA",1,"OK","866 Columbia  VA 23038","Columbia, VA 23038, USA","APPROXIMATE",c(-78.1625007, 37.7529212)
"158","703 887-8041","S addle Ridge Farm",1,"OK","10208 Jamesons Mill Road Culpeper  VA 22701","10208 Jamesons Mill Rd, Culpeper, VA 22701, USA","ROOFTOP",c(-77.968176, 38.563724)
"159","434 251-7242","S addle Road Farms",1,"OK","250 Saddle Road
Danville  VA 24541","250 Saddle Rd, Danville, VA 24541, USA","ROOFTOP",c(-79.589151, 36.6029186)
"160","276 988-9090","S andy Head Ostrich",1,"OK","128 Stowers Drive
Tazewell  VA 24651","128 Stowers Dr, Tazewell, VA 24651, USA","ROOFTOP",c(-81.3864157, 37.1428089)
"161","434 685-4752","S andy River Pork",1,"OK","5455 Medical Center Road Axton  VA 24054","5455 Medical Center Rd, Axton, VA 24054, USA","ROOFTOP",c(-79.654799, 36.702283)
"162","540 381-1856","S hawsville Farmers Market",1,"OK","267 Alleghany Spring Road Shawsville  VA 24162","267 Alleghany Spring Rd, Shawsville, VA 24162, USA","ROOFTOP",c(-80.2559159, 37.1670803)
"163","540 828-2616","S henandoah Valley Family Farms",1,"OK","4034 Lumber Mill Road
Dayton  VA 22821","4034 Lumber Mill Rd, Dayton, VA 22821, USA","ROOFTOP",c(-79.0206147, 38.4306335)
"164","540 879-2054","S henandoah Valley Family Farms",1,"OK","4034 Lumber Mill Road
Day","4034 Lumber Mill Rd, Dayton, VA 22821, USA","ROOFTOP",c(-79.0206147, 38.4306335)
"165","434 696-1126","S herwood Family Farm",1,"OK","526 Locust Lane
Kenbridge  VA 23944","526 Locust Ln, Kenbridge, VA 23944, USA","ROOFTOP",c(-78.2384816, 36.9163698)
"166","804 424-1967","S hort Pump Farm",1,"OK","12580 Kain Road
Glen Allen  VA 23059","12580 Kain Rd, Glen Allen, VA 23059, USA","ROOFTOP",c(-77.6300977, 37.6765612)
"167","757 572-8227","S immons Family Farm",1,"OK","1628 Elbow Road
Chesapeake  VA 23320","1628 Elbow Rd, Chesapeake, VA 23320, USA","ROOFTOP",c(-76.1825173, 36.7389745)
"168","540 477-9268","S inclair Farm",1,"OK","1167 Crooked Run Road Mt. Jackson  VA 22842","1167 Crooked Run Rd, Mt Jackson, VA 22842, USA","ROOFTOP",c(-78.7172791, 38.7751218)
"169","757 357-2214","S mithfield Farmers Market",1,"OK","115 Main Street
Smithfield  VA 23430","115 Main St, Smithfield, VA 23430, USA","ROOFTOP",c(-76.6314563, 36.9818314)
"170","540 371-9328","S nead's Farm",1,"OK","18294 Tidewater Trail
Fredericksburgh  VA 22408","18294 Tidewater Trail, Fredericksburg, VA 22408, USA","ROOFTOP",c(-77.3258147, 38.2325729)
"171","804 221-6667","S outh of the James Farmers Market Forest Hill Avenue &",1,"OK","42nd Street Richmond  VA 23150","W 42nd St, Richmond, VA 23225, USA","GEOMETRIC_CENTER",c(-77.4782145, 37.5187847)
"172",NA,"S outh of the James Winter Market",1,"OK","3411 Semmes Ave
Richm","3411 Semmes Ave, Richmond, VA 23225, USA","ROOFTOP",c(-77.4698765, 37.5162203)
"173","703 856-5030","S outhern Roots Farm, LLC",1,"OK","7414 Grand Brooks Road Spotsylva","7414 Grand Brooks Rd, Spotsylvania Courthouse, VA 22551, USA","ROOFTOP",c(-77.784116, 38.161341)
"174","434 315-3581","S outhpaw Acres",1,"OK","342 Pisgah Church Road Rice  VA 23966","342 Pisgah Church Rd, Rice, VA 23966, USA","ROOFTOP",c(-78.2887449, 37.2709162)
"175","540 419-1746","S potsylvania Farmers Market - Gordon Road Commuter Lot",1,"OK","12150 Gordon Road
Spotsylvania  VA 22407","12150 Gordon Rd, Fredericksburg, VA 22407, USA","ROOFTOP",c(-77.5626808, 38.2902714)
"176","540 419-1746","S potsylvania Farmers Market at Spotsylvania Regional Medical",1,"OK","4600 Spotsylvania Parkway
Fredericksburg  VA 22408","4600 Spotsylvania Pkwy, Fredericksburg, VA 22408, USA","ROOFTOP",c(-77.4961447, 38.2181996)
"177","434 990-9162","S pring Gate Farm",1,"OK","6675 Fredericksburgh Road
Barboursville  VA 22923","6675 Fredericksburg Rd, Barboursville, VA 22923, USA","ROOFTOP",c(-78.3055385, 38.262104)
"178","434 401-3634","S pring Mill Farm P.O. Box",1,"OK","23 Concord  VA 24538","Concord, VA 24538, USA","APPROXIMATE",c(-78.951451, 37.2273986)
"179","540 937-4181","S tallard Road Farm & Botanicals",1,"OK","14649 Black Hill Road Rixeyville  VA 22737","14649 Black Hill Rd, Rixeyville, VA 22737, USA","ROOFTOP",c(-77.974206, 38.634451)
"180","540 837-1021","S tonebridge Farm",1,"OK","546 Stonebridge Road
White Post  VA 22663","546 Stone Bridge Rd, White Post, VA 22663, USA","ROOFTOP",c(-78.0970777, 39.0192526)
"181","540 364-3040","S tribling Orchard",1,"OK","11587 Poverty Hollow Lane Markham  VA 22643","11587 Poverty Hollow Ln, Markham, VA 22643, USA","ROOFTOP",c(-77.999382, 38.9017286)
"182","276 694-3811","S tuart Farmers' Market",1,"OK","100 Patrick Avenue
Stuart  VA 24171","100 Patrick Ave, Stuart, VA 24171, USA","ROOFTOP",c(-80.2660462, 36.64133)
"183","540 407-1424","S unrise Gardens",1,"OK","114 Sunrise Lane
Brightwood  VA 22715","114 Sunrise Ln, Brightwood, VA 22715, USA","ROOFTOP",c(-78.1791569, 38.4060345)
"184","540 543-2220","S unrise Gardens",1,"OK","114 Sunrise Lane
Brightwood  VA 22715","114 Sunrise Ln, Brightwood, VA 22715, USA","ROOFTOP",c(-78.1791569, 38.4060345)
"185","540 937-6346","S unshine Acres Farm",1,"OK","15504 Sheads Mountain Road Rixeyville  VA 22737","15504 Sheads Mountain Rd, Rixeyville, VA 22737, USA","ROOFTOP",c(-77.972934, 38.6160498)
"186","540 735-4642","S wallow Hill Farm, LLC",1,"OK","14148 Stonewall Jackson Road Woodford  VA 22580","14148 Stonewall Jackson Rd, Woodford, VA 22580, USA","ROOFTOP",c(-77.4001399, 38.159062)
"187","276 940-1983","S weetwater Farm",1,"OK","1650 Ford Branch Road Duffield  VA 24244","Ford Branch, 6, VA 24244, USA","APPROXIMATE",c(-82.7916721, 36.68362)
"188","540 456-8420","T all Cotton Farm",1,"OK","1913 Craig Store Road Afton  VA 22920","Craigs Store Rd, Samuel Miller, VA 22920, USA","GEOMETRIC_CENTER",c(-78.7523794, 37.9744965)
"189","571 364-1587","T hankful Acres Family Farm",1,"OK","6313 Thomas Jefferson Hwy
Charlotte Court Hous  VA 23923-3207","6313 Thomas Jefferson Hwy, Charlotte Court House, VA 23923, USA","ROOFTOP",c(-78.679961, 37.1326639)
"190","804 441-2273","T he Happy Hens",1,"OK","4673 Three Square Rd Goochland  VA 23063","4673 3 Square Rd, Goochland, VA 23063, USA","ROOFTOP",c(-78.0111325, 37.6694554)
"191","276 608-2851","T he Lyttle Farm",1,"OK","1660 Copper Ridge Road Castlewood  VA 24224","1660 Copper Ridge Rd, Castlewood, VA 24224, USA","RANGE_INTERPOLATED",c(-82.2957178, 36.8394679)
"192","540 459-4100","T he Market in Woodstock, LTD",1,"OK","486 N. Main Street
Woodstock  VA 22664","486 N Main St, Woodstock, VA 22664, USA","ROOFTOP",c(-78.499545, 38.8871131)
"193","276 496-3389","T he Sunshine Jelly Company @ Grouse Hill Farm",1,"OK","608 Still House Hollow Road
Saltville  VA 24370","608 Still House Hollow Rd, Saltville, VA 24370, USA","ROOFTOP",c(-81.6973251, 36.9322204)
"194","434 262-2803","T he Taylor~Wright Farm Company",1,"OK","14 Turner Store Road
Brodnax  VA 23920","14 Turner Store Rd, Brodnax, VA 23920, USA","RANGE_INTERPOLATED",c(-78.0091626, 36.8061075)
"195","434 848-0281","T he Wascally Wabbitry",1,"OK","1 Wilson Creek Lane
Lawrenceville  VA 23868","1 Wilson Creek Ln, Lawrenceville, VA 23868, USA","ROOFTOP",c(-77.7445909, 36.7953534)
"196","804 231-7767","T ricycle Gardens Farm Stand",1,"OK","2107 Jefferson Ave
Richm","2107 Jefferson Ave, Richmond, VA 23223, USA","ROOFTOP",c(-77.4208226, 37.534495)
"197","540 420-4463","T riple Creek Farm",1,"OK","1300 Hodges Farm Road Martinsville  VA 24112","1300 Hodges Farm Rd, Martinsville, VA 24112, USA","ROOFTOP",c(-79.9898532, 36.6905934)
"198","804 370-9686","T uckahoe Plantation",1,"OK","12601 River Road
Richmond  VA 23238","12601 River Rd, Richmond, VA 23238, USA","ROOFTOP",c(-77.6527762, 37.5700219)
"199","757 449-5693","V ertley Farms",1,"OK","5001 Ballahack Road
Chesapeake  VA 23322","5001 Ballahack Rd, Chesapeake, VA 23322, USA","ROOFTOP",c(-76.3726401, 36.59515)
"200","214 914-0323","W averly Farms, LC",1,"OK","2345 Lewiston Plank Road Burkeville  VA 23922","2345 Lewiston Plank Rd, Burkeville, VA 23922, USA","ROOFTOP",c(-78.1847687, 37.1603541)
"201","503 929-2525","W aynesboro Farmer's Market",1,"OK","215 W. Main Street Waynesboro  VA 22980","215 W Main St, Waynesboro, VA 22980, USA","ROOFTOP",c(-78.886419, 38.068769)
"202","804 363-4500","W est End Farmers Market",1,"OK","12456 Gayton Road
Richmond  VA 23238","12456 Gayton Rd, Henrico, VA 23238, USA","RANGE_INTERPOLATED",c(-77.6385982, 37.6236101)
"203","540 482-0577","W estlake Farmers Market",1,"OK","Booker T. Washington Hwy & Enterprise Ln Moneta  VA 24121","Booker T Washington Hwy, Virginia, USA","GEOMETRIC_CENTER",c(-79.7895386, 37.119194)
"204","540 718-0096","W estover Farm",1,"OK","21604 Westover Drive
McKenney  VA 23872","21604 Westover Dr, McKenney, VA 23872, USA","ROOFTOP",c(-77.729047, 36.974613)
"205","703 405-8232","W estover Farmers Market",1,"OK","1644 N. McKinley Road Arlington  VA 22205","1644 N McKinley Rd, Arlington, VA 22205, USA","ROOFTOP",c(-77.1419551, 38.886756)
"206","804 357-0647","W hispering Springs Farms",1,"OK","15181 Whispering Springs Place Montpelier  VA 2319","15181 Whispering Springs Pl, Montpelier, VA 23192, USA","ROOFTOP",c(-77.6234306, 37.7772563)
"207",NA,"W ilson's Farms Produce",1,"OK","15040 George Washington Memorial Highway
Sal","15040 George Washington Memorial Hwy, Saluda, VA 23149, USA","ROOFTOP",c(-76.6093549, 37.571083)
"208","434 594-5816","W ilson's Poultry and Produce Farm",1,"OK","40 Feilds Circle
Jarratt  VA 23867","40 Feild's Cir, Jarratt, VA 23867, USA","ROOFTOP",c(-77.5397118, 36.835734)
"209","276 944-3783","W olf Farm",1,"OK","30451 Micah Lane
Meadowview  VA 24361","30451 Micah Ln, Meadowview, VA 24361, USA","ROOFTOP",c(-81.83478, 36.825309)
"210","757 722-2873","W ood's Orchards Farm Market",1,"OK","183 E. Mercury Boulevard Hampton  VA 23669","183 E Mercury Blvd, Hampton, VA 23669, USA","ROOFTOP",c(-76.3274217, 37.038018)
